,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth
2089,39,9,1,5,2,1,4,1,0,0,3,4
2090,2,229,7,140,10,3,11,7,5,1,8,7
2091,49,0,1,4,15,1,5,1,1,0,2,7
2092,31,121,24,124,24,15,42,1,4,1,7,2
2093,58,471,102,125,212,61,245,1,4,10,7,1
2094,5,520,8,223,32,49,42,4,10,5,7,8
2095,90,26,1,10,2,0,1,1,1,0,3,5
2096,47,240,132,445,250,192,108,1,3,7,8,1
2097,25,178,4,26,8,4,44,5,4,1,5,6
2098,60,1486,55,278,49,0,185,2,4,4,10,6
2099,67,1115,12,128,33,12,76,1,2,3,4,6
2100,40,29,0,8,2,0,6,1,1,0,3,4
2101,63,529,0,356,63,28,0,3,6,7,11,3
2102,1,13,3,8,7,4,16,2,1,0,3,9
2103,89,934,24,230,16,24,36,2,8,4,6,3
2104,40,2,7,11,16,12,27,1,2,0,4,6
2105,5,4,12,5,3,16,17,2,2,0,3,7
2106,3,62,1,44,6,5,22,1,2,1,4,4
2107,1,158,35,179,0,0,125,2,7,2,8,5
2108,24,173,2,39,3,2,47,3,5,1,4,7
2109,89,830,59,968,51,79,19,1,5,3,12,2
2110,48,189,10,253,56,43,64,6,8,2,7,7
2111,31,728,17,133,11,8,124,1,7,3,13,6
2112,68,7,2,9,2,0,2,2,1,0,3,4
2113,46,35,4,17,7,6,64,1,2,2,2,5
2114,92,188,3,180,20,3,43,5,7,1,6,7
2115,80,742,28,152,25,9,57,2,6,8,10,4
2116,16,0,7,5,26,2,17,2,2,0,3,7
2117,50,750,71,174,13,10,20,2,6,8,11,2
2118,93,816,42,450,55,56,154,1,3,10,8,2
2119,51,5,2,8,2,2,9,1,0,1,2,7
2120,24,37,5,56,12,8,5,2,3,0,4,7
2121,79,4,0,4,0,0,5,1,1,0,2,7
2122,26,99,2,11,4,0,16,3,3,0,4,8
2123,86,176,72,98,136,21,229,4,5,2,12,5
2124,68,54,0,10,0,0,2,2,1,0,4,5
2125,98,997,15,414,99,30,76,1,5,6,12,2
2126,34,356,0,107,19,9,117,2,7,1,8,5
2127,60,1311,0,359,46,89,17,1,4,3,10,2
2128,3,890,63,292,0,25,12,4,8,4,7,6
2129,65,4,0,2,0,0,2,1,1,0,2,7
2130,83,17,0,14,7,3,2,1,1,0,3,7
2131,64,960,0,883,50,38,0,1,5,6,8,3
2132,85,2,1,2,1,1,1,0,0,0,0,0
2133,69,1,3,2,20,30,47,3,2,1,2,8
2134,48,240,67,500,199,0,163,3,3,5,6,2
2135,21,301,11,61,4,7,11,1,8,2,4,7
2136,30,154,0,50,6,11,37,5,3,4,3,6
2137,39,2,3,6,4,1,9,1,1,1,2,7
2138,76,104,12,48,4,12,5,1,2,2,5,2
2139,11,70,3,37,4,2,64,4,3,2,2,9
2140,26,2,0,9,3,6,2,1,1,0,3,8
2141,34,23,2,11,3,1,4,2,2,0,3,6
2142,72,43,4,12,8,0,27,5,2,1,4,5
2143,13,4,24,11,16,1,25,1,2,0,4,6
2144,58,654,7,92,0,15,30,7,9,4,8,6
2145,12,912,72,170,47,36,97,1,11,3,4,4
2146,23,25,0,8,0,1,4,1,2,0,2,9
2147,33,24,4,22,0,2,9,4,3,1,3,5
2148,30,141,11,114,15,14,5,4,4,1,7,5
2149,15,71,0,13,3,1,0,2,1,1,4,4
2150,25,35,1,16,0,1,1,2,2,0,3,7
2151,4,496,32,849,229,48,128,2,5,3,6,4
2152,80,9,9,11,13,10,16,4,3,1,3,8
2153,30,154,0,50,6,11,37,5,3,4,3,6
2154,6,9,1,5,4,5,7,1,1,0,3,7
2155,16,26,3,23,4,7,3,2,2,0,4,6
2156,57,77,8,44,10,10,25,5,3,1,4,6
2157,9,11,2,7,4,2,2,1,1,0,3,3
2158,59,576,7,115,19,7,7,2,7,4,9,6
2159,78,89,15,89,34,42,5,1,4,1,6,4
2160,90,1013,30,399,60,46,153,3,9,10,4,6
2161,74,224,12,48,4,12,12,1,6,2,4,6
2162,10,200,19,111,50,15,19,6,5,1,8,6
2163,63,570,73,614,133,102,73,1,6,5,11,3
2164,13,1,3,3,8,1,13,2,1,0,3,7
2165,98,62,1,20,4,0,7,2,2,1,3,8
2166,4,531,69,300,150,138,150,3,5,4,8,2
2167,94,162,28,818,0,28,56,0,4,3,7,3
2168,91,675,144,133,94,192,241,1,4,8,5,1
2169,66,23,4,10,0,2,15,1,1,0,3,4
2170,14,492,5,32,13,5,21,1,9,1,7,6
2171,77,918,10,129,13,0,129,1,11,3,12,7
2172,41,224,155,155,192,93,54,2,6,4,11,4
2173,21,572,19,286,50,38,248,3,6,3,5,3
2174,25,626,0,70,0,7,28,2,9,3,8,6
2175,2,1074,37,518,193,92,129,1,5,6,7,2
2176,51,741,68,689,224,68,103,1,4,2,10,2
2177,3,322,3,50,4,3,42,5,7,1,6,8
2178,32,254,10,44,30,10,227,2,7,3,3,7
2179,84,116,6,82,6,6,41,2,3,1,6,5
2180,49,22,2,18,0,2,12,3,3,0,3,8
2181,69,516,0,21,0,0,5,4,8,2,7,8
2182,96,14,36,11,3,26,35,1,1,1,4,2
2183,23,2,8,10,12,14,23,3,2,1,3,5
2184,18,28,0,9,3,0,0,1,1,0,3,4
2185,8,530,142,217,62,9,56,4,7,4,13,5
2186,21,519,50,167,130,0,41,1,8,3,11,3
2187,60,611,76,749,59,45,26,1,7,10,6,2
2188,48,240,67,500,199,0,163,3,3,5,6,2
2189,36,4,9,12,11,2,8,2,1,1,3,3
2190,36,671,47,655,145,111,15,1,7,5,12,2
2191,63,23,1,7,0,4,24,1,1,1,2,7
2192,2,9,1,2,3,2,0,1,0,0,3,6
2193,38,556,54,845,202,133,63,1,7,7,10,3
2194,61,833,80,363,52,26,174,2,9,5,6,6
2195,52,12,0,13,4,2,4,4,3,0,3,8
2196,25,56,7,48,10,2,18,1,3,0,4,7
2197,63,293,8,124,11,4,106,2,6,6,3,6
2198,10,297,0,38,13,0,152,7,5,4,4,6
2199,65,39,1,16,2,0,3,4,3,0,3,8
2200,71,5,11,16,21,8,45,2,2,2,2,8
2201,0,266,21,300,65,8,44,4,8,8,6,6
2202,3,322,3,50,4,3,42,5,7,1,6,8
2203,88,366,124,156,71,78,54,2,5,5,11,2
2204,15,32,0,8,23,4,18,1,1,0,4,6
2205,80,158,0,23,0,0,18,6,3,1,5,8
2206,17,269,129,495,182,43,29,4,9,3,4,7
2207,76,41,0,10,0,0,3,4,2,1,3,7
2208,52,3,3,3,15,4,15,1,1,0,3,6
2209,28,33,0,5,0,0,15,2,1,1,2,4
2210,31,302,29,131,32,0,27,6,8,1,7,8
2211,42,519,71,860,93,27,53,1,6,2,9,2
2212,24,23,2,17,2,1,0,2,2,0,3,7
2213,42,594,51,631,72,55,32,1,4,6,8,2
2214,12,12,4,7,1,3,5,0,1,0,0,13
2215,88,4,2,5,0,0,5,1,1,0,2,6
2216,67,18,3,19,3,3,6,2,2,0,3,8
2217,54,332,194,377,149,125,57,0,4,6,7,1
2218,40,5,1,8,0,0,1,1,1,0,2,8
2219,73,171,3,129,26,24,62,4,6,1,6,7
2220,81,270,31,88,11,48,22,3,3,2,10,4
2221,12,712,26,538,69,13,80,1,3,6,11,1
2222,7,2,8,11,3,8,21,4,3,2,2,7
2223,33,21,12,12,0,3,3,3,2,0,4,4
2224,24,580,6,58,8,0,27,3,7,6,6,4
2225,55,368,24,68,38,0,88,6,8,2,6,7
2226,87,457,5,106,15,17,53,8,11,1,6,8
2227,39,229,7,137,4,0,91,5,4,2,8,5
2228,53,32,2,1607,12,4,22,0,0,0,1,0
2229,9,3,2,8,20,0,17,2,2,1,2,7
2230,82,24,3,26,7,1,23,3,3,1,2,9
2231,71,853,10,143,13,10,20,2,9,4,12,8
2232,50,5,1,6,3,4,3,1,0,0,3,4
2233,23,9,14,18,8,1,12,4,3,1,3,6
2234,81,3,3,7,6,2,9,1,1,0,2,7
2235,46,709,43,182,42,118,247,2,9,3,4,5
2236,56,406,0,30,0,0,8,7,8,2,5,7
2237,91,908,48,217,32,12,24,1,2,3,13,6
2238,8,428,30,214,80,30,61,2,6,5,10,3
2239,40,84,3,61,2,1,21,3,3,1,4,7
